id,fecha_generacion,juego,numeros,sorteo_objetivo,estado,aciertos,score_afinidad,hora_dia,algoritmo,nota_especial,fecha_lanzamiento,modalidad
1768755877,2026-01-18 13:47:08,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,13,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
1768753383,2026-01-18 13:21:22,LOTO,"[3, 7, 14, 19, 20, 38]",5375,AUDITADO,1,0.83,13,gaussiano_inteligente_v1,NORMAL,18/01/2026 21:00,
1768740914,2026-01-18 09:35:35,RACHA,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 15]",10303,AUDITADO,6,30.0,9,oraculo_neural_v4,NORMAL,18/01/2026 15:00,
1768746842,2026-01-18 11:16:43,LOTO,"[5, 13, 14, 24, 31, 36]",5375,AUDITADO,0,0.0,11,oraculo_neural_v3,NORMAL,18/01/2026 21:00,
1768746972,2026-01-18 11:16:43,RACHA,"[1, 4, 5, 7, 8, 10, 11, 12, 13, 18]",10303,AUDITADO,7,50.0,11,oraculo_neural_v3,NORMAL,18/01/2026 15:00,
1768743076,2026-01-18 10:17:56,LOTO3,"[7, 2, 6]",24001,AUDITADO,0,0.0,10,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768752022,2026-01-18 12:40:22,LOTO4,"[9, 13, 16, 17]",11570,AUDITADO,0,0.0,12,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768751722,2026-01-18 12:40:22,LOTO3,"[5, 0, 3]",24001,AUDITADO,1,1.0,12,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768748683,2026-01-18 11:51:23,LOTO3,"[7, 9, 2]",24001,AUDITADO,1,4.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768740735,2026-01-18 09:35:35,LOTO3,"[3, 1, 3]",24001,AUDITADO,0,0.0,9,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768748085,2026-01-18 11:51:23,LOTO,"[4, 17, 21, 24, 29, 30]",5375,AUDITADO,2,10.0,11,delta_dna_v1,NORMAL,18/01/2026 21:00,
1768743315,2026-01-18 10:17:56,LOTO,"[3, 16, 17, 19, 32, 40]",5375,AUDITADO,2,1.67,10,oraculo_neural_v3,NORMAL,18/01/2026 21:00,
1768743465,2026-01-18 10:17:56,RACHA,"[2, 3, 4, 6, 7, 8, 13, 15, 16, 19]",10303,AUDITADO,4,5.0,10,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 15:00,
1768745128,2026-01-18 10:45:49,RACHA,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 15]",10303,AUDITADO,6,30.0,10,oraculo_neural_v4,NORMAL,18/01/2026 15:00,
1768743876,2026-01-18 10:17:56,RACHA,"[3, 4, 5, 8, 12, 14, 15, 16, 17, 19]",10303,AUDITADO,3,0.0,10,forense_biometrico_v1,NORMAL,18/01/2026 15:00,
1768752011,2026-01-18 12:40:22,RACHA,"[1, 2, 4, 5, 6, 9, 12, 13, 18, 19]",10303,AUDITADO,7,50.0,12,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 15:00,
1768747603,2026-01-18 11:41:40,LOTO,"[12, 14, 18, 22, 28, 32]",5375,AUDITADO,1,0.83,11,markov_chain_v1,NORMAL,18/01/2026 21:00,
1768744849,2026-01-18 10:45:49,LOTO3,"[3, 9, 8]",24001,AUDITADO,1,4.0,10,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768752598,2026-01-18 12:50:49,LOTO4,"[1, 13, 15, 17]",11570,AUDITADO,0,0.0,12,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 14:00,
1768748349,2026-01-18 11:41:40,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,11,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
1768744649,2026-01-18 10:45:49,LOTO3,"[6, 1, 2]",24001,AUDITADO,0,0.0,10,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768743445,2026-01-18 10:17:56,RACHA,"[3, 4, 6, 7, 8, 12, 13, 15, 16, 19]",10303,AUDITADO,4,5.0,10,oraculo_neural_v3,NORMAL,18/01/2026 15:00,
1768752618,2026-01-18 12:50:49,RACHA,"[1, 2, 4, 5, 6, 7, 9, 16, 19, 20]",10303,AUDITADO,5,15.0,12,oraculo_neural_v3,NORMAL,18/01/2026 15:00,
1768752001,2026-01-18 12:40:22,RACHA,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 15]",10303,AUDITADO,6,30.0,12,oraculo_neural_v4,NORMAL,18/01/2026 15:00,
1768757419,2026-01-18 14:15:19,LOTO3,"[3, 2, 7]",24001,AUDITADO,0,0.0,14,loto3_ultra_ensemble,Franja:TARDE|Markov:10%|RF:33%,18/01/2026 18:00,
1768752249,2026-01-18 12:50:49,LOTO3,"[0, 4, 4]",24001,AUDITADO,1,4.0,12,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768757668,2026-01-18 14:15:19,LOTO4,"[1, 13, 15, 16]",11571,AUDITADO,0,0.0,14,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 21:00,
1768750923,2026-01-18 12:40:22,LOTO,"[1, 2, 8, 29, 32, 37]",5375,AUDITADO,2,1.67,12,gaussiano_inteligente_v1,NORMAL,18/01/2026 21:00,
1768754282,2026-01-18 13:21:22,LOTO3,"[1, 1, 8]",24001,AUDITADO,0,0.0,13,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768748200,2026-01-18 11:41:40,LOTO3,"[2, 7, 4]",24001,AUDITADO,0,0.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768747984,2026-01-18 11:51:23,LOTO,"[6, 17, 18, 26, 31, 37]",5375,AUDITADO,1,0.83,11,gaussiano_inteligente_v1,NORMAL,18/01/2026 21:00,
1768754382,2026-01-18 13:21:22,LOTO3,"[3, 4, 3]",24001,AUDITADO,0,0.0,13,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768750136,2026-01-18 12:17:16,LOTO3,"[1, 4, 9]",24001,AUDITADO,1,15.0,12,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768746903,2026-01-18 11:16:43,LOTO3,"[3, 7, 8]",24001,AUDITADO,0,0.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768752649,2026-01-18 12:50:49,LOTO4,"[3, 12, 13, 15]",11570,AUDITADO,1,0.0,12,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768750475,2026-01-18 12:17:16,LOTO,"[16, 23, 24, 28, 31, 41]",5375,AUDITADO,0,0.0,12,oraculo_neural_v3,NORMAL,18/01/2026 21:00,
1768745049,2026-01-18 10:45:49,LOTO3,"[5, 0, 4]",24001,AUDITADO,1,1.0,10,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768750485,2026-01-18 12:17:16,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,12,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
1768751991,2026-01-18 12:40:22,RACHA,"[1, 2, 4, 5, 6, 9, 12, 13, 18, 19]",10303,AUDITADO,7,50.0,12,oraculo_neural_v3,NORMAL,18/01/2026 15:00,
1768746005,2026-01-18 11:16:43,LOTO,"[8, 11, 31, 32, 34, 41]",5375,AUDITADO,1,0.83,11,delta_dna_v1,NORMAL,18/01/2026 21:00,
1768746932,2026-01-18 11:16:43,LOTO4,"[3, 5, 14, 15]",11570,AUDITADO,1,0.0,11,oraculo_neural_v3,NORMAL,18/01/2026 14:00,
1768744252,2026-01-18 10:45:49,LOTO,"[12, 14, 18, 22, 28, 32]",5375,AUDITADO,1,0.83,10,markov_chain_v1,NORMAL,18/01/2026 21:00,
1768741335,2026-01-18 09:35:35,RACHA,"[3, 4, 7, 10, 11, 12, 13, 15, 16, 20]",10303,AUDITADO,5,15.0,9,forense_biometrico_v1,NORMAL,18/01/2026 15:00,
1768753282,2026-01-18 13:21:22,LOTO,"[2, 5, 30, 31, 33, 36]",5375,AUDITADO,2,1.67,13,forense_biometrico_v1,NORMAL,18/01/2026 21:00,
1768755967,2026-01-18 13:47:08,LOTO4,"[1, 6, 14, 15]",11570,AUDITADO,0,0.0,13,oraculo_neural_v4,NORMAL,18/01/2026 14:00,
1768757319,2026-01-18 14:15:19,LOTO3,"[3, 6, 1]",24001,AUDITADO,0,0.0,14,loto3_ultra_ensemble,Franja:TARDE|Markov:10%|RF:33%,18/01/2026 18:00,
1768743415,2026-01-18 10:17:56,LOTO4,"[1, 6, 14, 15]",11570,AUDITADO,0,0.0,10,oraculo_neural_v4,NORMAL,18/01/2026 14:00,
1768748469,2026-01-18 11:41:40,RACHA,"[4, 5, 7, 8, 11, 12, 14, 15, 19, 20]",10303,AUDITADO,5,15.0,11,oraculo_neural_v3,NORMAL,18/01/2026 15:00,
1768747300,2026-01-18 11:41:40,LOTO,"[5, 6, 14, 29, 37, 40]",5375,AUDITADO,0,0.0,11,forense_biometrico_v1,NORMAL,18/01/2026 21:00,
1768750615,2026-01-18 12:17:16,RACHA,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 15]",10303,AUDITADO,6,30.0,12,oraculo_neural_v4,NORMAL,18/01/2026 15:00,
1768752578,2026-01-18 12:50:49,LOTO4,"[1, 2, 15, 17]",11570,AUDITADO,0,0.0,12,oraculo_neural_v3,NORMAL,18/01/2026 14:00,
1768756721,2026-01-18 14:15:19,LOTO,"[8, 15, 18, 23, 24, 29]",5375,AUDITADO,0,0.0,14,delta_dna_v1,NORMAL,18/01/2026 21:00,
1768755887,2026-01-18 13:47:08,LOTO,"[2, 15, 29, 33, 35, 38]",5375,AUDITADO,2,1.67,13,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 21:00,
1768755628,2026-01-18 13:47:08,LOTO3,"[1, 6, 8]",24001,AUDITADO,0,0.0,13,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768751522,2026-01-18 12:40:22,LOTO3,"[2, 9, 2]",24001,AUDITADO,1,4.0,12,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768740435,2026-01-18 09:35:35,LOTO3,"[4, 4, 5]",24001,AUDITADO,0,0.0,9,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768748000,2026-01-18 11:41:40,LOTO3,"[1, 7, 6]",24001,AUDITADO,0,0.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768744749,2026-01-18 10:45:49,LOTO3,"[2, 4, 1]",24001,AUDITADO,0,0.0,10,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768756017,2026-01-18 13:47:08,RACHA,"[3, 4, 5, 6, 7, 8, 9, 12, 17, 19]",10303,AUDITADO,4,5.0,13,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 15:00,
1768754451,2026-01-18 13:21:22,RACHA,"[1, 2, 5, 6, 7, 12, 14, 15, 16, 19]",10303,AUDITADO,3,0.0,13,oraculo_neural_v3,NORMAL,18/01/2026 15:00,
1768754882,2026-01-18 13:21:22,RACHA,"[1, 2, 3, 8, 11, 12, 14, 15, 17, 18]",10303,AUDITADO,6,30.0,13,forense_biometrico_v1,NORMAL,18/01/2026 15:00,
1768746942,2026-01-18 11:16:43,LOTO4,"[1, 6, 14, 15]",11570,AUDITADO,0,0.0,11,oraculo_neural_v4,NORMAL,18/01/2026 14:00,
1768745904,2026-01-18 11:16:43,LOTO,"[17, 20, 22, 23, 29, 32]",5375,AUDITADO,2,1.67,11,gaussiano_inteligente_v1,NORMAL,18/01/2026 21:00,
1768740635,2026-01-18 09:35:35,LOTO3,"[6, 7, 0]",24001,AUDITADO,1,1.0,9,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768754828,2026-01-18 13:47:08,LOTO,"[6, 12, 13, 16, 23, 41]",5375,AUDITADO,0,0.0,13,forense_biometrico_v1,NORMAL,18/01/2026 21:00,
1768751861,2026-01-18 12:40:22,LOTO,"[6, 13, 23, 34, 40, 41]",5375,AUDITADO,0,0.0,12,oraculo_neural_v3,NORMAL,18/01/2026 21:00,
1768754482,2026-01-18 13:21:22,LOTO4,"[11, 14, 15, 19]",11570,AUDITADO,0,0.0,13,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768750822,2026-01-18 12:40:22,LOTO,"[2, 21, 23, 30, 36, 37]",5375,AUDITADO,2,1.67,12,forense_biometrico_v1,NORMAL,18/01/2026 21:00,
1768749638,2026-01-18 12:17:16,LOTO,"[3, 11, 14, 29, 30, 34]",5375,AUDITADO,1,0.83,12,delta_dna_v1,NORMAL,18/01/2026 21:00,
1768749062,2026-01-18 11:51:23,RACHA,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 15]",10303,AUDITADO,6,30.0,11,oraculo_neural_v4,NORMAL,18/01/2026 15:00,
1768748359,2026-01-18 11:41:40,LOTO,"[8, 12, 15, 18, 33, 40]",5375,AUDITADO,0,0.0,11,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 21:00,
1768745098,2026-01-18 10:45:49,LOTO4,"[1, 11, 14, 15]",11570,AUDITADO,0,0.0,10,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 14:00,
1768743949,2026-01-18 10:45:49,LOTO,"[3, 12, 13, 16, 26, 37]",5375,AUDITADO,0,0.0,10,forense_biometrico_v1,NORMAL,18/01/2026 21:00,
1768748300,2026-01-18 11:41:40,LOTO3,"[9, 7, 1]",24001,AUDITADO,1,1.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768743335,2026-01-18 10:17:56,LOTO,"[12, 14, 16, 29, 32, 35]",5375,AUDITADO,1,0.83,10,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 21:00,
1768757698,2026-01-18 14:15:19,RACHA,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 15]",10303,AUDITADO,6,30.0,14,oraculo_neural_v4,NORMAL,18/01/2026 15:00,
1768751961,2026-01-18 12:40:22,LOTO4,"[1, 6, 14, 15]",11570,AUDITADO,0,0.0,12,oraculo_neural_v4,NORMAL,18/01/2026 14:00,
1768757558,2026-01-18 14:15:19,LOTO,"[7, 13, 14, 16, 31, 38]",5375,AUDITADO,1,0.83,14,oraculo_neural_v3,NORMAL,18/01/2026 21:00,
1768755928,2026-01-18 13:47:08,LOTO3,"[0, 4, 7]",24001,AUDITADO,1,4.0,13,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768755997,2026-01-18 13:47:08,RACHA,"[3, 4, 5, 6, 8, 9, 12, 16, 17, 19]",10303,AUDITADO,4,5.0,13,oraculo_neural_v3,NORMAL,18/01/2026 15:00,
1768746862,2026-01-18 11:16:43,LOTO,"[13, 14, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,11,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 21:00,
1768747003,2026-01-18 11:16:43,LOTO4,"[1, 12, 13, 23]",11570,AUDITADO,1,0.0,11,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768749072,2026-01-18 11:51:23,RACHA,"[1, 3, 6, 7, 8, 11, 13, 15, 16, 20]",10303,AUDITADO,5,15.0,11,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 15:00,
1768743476,2026-01-18 10:17:56,LOTO4,"[1, 5, 16, 17]",11570,AUDITADO,0,0.0,10,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768739836,2026-01-18 09:35:35,LOTO,"[5, 14, 22, 23, 26, 29]",5375,AUDITADO,0,0.0,9,gaussiano_inteligente_v1,NORMAL,18/01/2026 21:00,
1768743276,2026-01-18 10:17:56,LOTO3,"[1, 4, 3]",24001,AUDITADO,0,0.0,10,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768746982,2026-01-18 11:16:43,RACHA,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 15]",10303,AUDITADO,6,30.0,11,oraculo_neural_v4,NORMAL,18/01/2026 15:00,
1768757568,2026-01-18 14:15:19,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,14,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
1768754331,2026-01-18 13:21:22,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,13,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
1768750565,2026-01-18 12:17:16,LOTO4,"[5, 9, 17, 18]",11570,AUDITADO,0,0.0,12,oraculo_neural_v3,NORMAL,18/01/2026 14:00,
1768750495,2026-01-18 12:17:16,LOTO,"[13, 14, 15, 23, 28, 33]",5375,AUDITADO,0,0.0,12,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 21:00,
1768749032,2026-01-18 11:51:23,LOTO4,"[1, 7, 14, 15]",11570,AUDITADO,0,0.0,11,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 14:00,
1768753484,2026-01-18 13:21:22,LOTO,"[12, 13, 23, 30, 35, 38]",5375,AUDITADO,2,1.67,13,delta_dna_v1,NORMAL,18/01/2026 21:00,
1768752508,2026-01-18 12:50:49,LOTO,"[6, 13, 15, 19, 33, 35]",5375,AUDITADO,0,0.0,12,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 21:00,
1768751550,2026-01-18 12:50:49,LOTO,"[2, 3, 24, 29, 34, 39]",5375,AUDITADO,1,0.83,12,gaussiano_inteligente_v1,NORMAL,18/01/2026 21:00,
1768749436,2026-01-18 12:17:16,LOTO,"[2, 21, 28, 29, 31, 36]",5375,AUDITADO,1,0.83,12,forense_biometrico_v1,NORMAL,18/01/2026 21:00,
1768745149,2026-01-18 10:45:49,LOTO4,"[5, 14, 15, 17]",11570,AUDITADO,0,0.0,10,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768744949,2026-01-18 10:45:49,LOTO3,"[3, 0, 5]",24001,AUDITADO,1,1.0,10,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768754929,2026-01-18 13:47:08,LOTO,"[7, 8, 17, 28, 31, 40]",5375,AUDITADO,1,0.83,13,gaussiano_inteligente_v1,NORMAL,18/01/2026 21:00,
1768753049,2026-01-18 12:50:49,RACHA,"[2, 3, 5, 9, 10, 14, 15, 16, 19, 20]",10303,AUDITADO,3,0.0,12,forense_biometrico_v1,NORMAL,18/01/2026 15:00,
1768752498,2026-01-18 12:50:49,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,12,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
1768746503,2026-01-18 11:16:43,LOTO3,"[5, 4, 0]",24001,AUDITADO,1,1.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768748186,2026-01-18 11:51:23,LOTO,"[12, 14, 18, 22, 28, 32]",5375,AUDITADO,1,0.83,11,markov_chain_v1,NORMAL,18/01/2026 21:00,
1768747883,2026-01-18 11:51:23,LOTO,"[6, 7, 11, 23, 30, 32]",5375,AUDITADO,2,1.67,11,forense_biometrico_v1,NORMAL,18/01/2026 21:00,
1768748583,2026-01-18 11:51:23,LOTO3,"[4, 8, 7]",24001,AUDITADO,0,0.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768746952,2026-01-18 11:16:43,LOTO4,"[3, 5, 14, 15]",11570,AUDITADO,1,0.0,11,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 14:00,
1768748339,2026-01-18 11:41:40,LOTO,"[5, 7, 8, 11, 36, 40]",5375,AUDITADO,0,0.0,11,oraculo_neural_v3,NORMAL,18/01/2026 21:00,
1768752422,2026-01-18 12:40:22,RACHA,"[3, 5, 7, 8, 9, 10, 12, 18, 19, 20]",10303,AUDITADO,5,15.0,12,forense_biometrico_v1,NORMAL,18/01/2026 15:00,
1768749739,2026-01-18 12:17:16,LOTO,"[12, 14, 18, 22, 28, 32]",5375,AUDITADO,1,0.83,12,markov_chain_v1,NORMAL,18/01/2026 21:00,
1768756519,2026-01-18 14:15:19,LOTO,"[6, 13, 16, 17, 20, 41]",5375,AUDITADO,1,0.83,14,forense_biometrico_v1,NORMAL,18/01/2026 21:00,
1768751125,2026-01-18 12:40:22,LOTO,"[12, 14, 18, 22, 28, 32]",5375,AUDITADO,1,0.83,12,markov_chain_v1,NORMAL,18/01/2026 21:00,
1768755977,2026-01-18 13:47:08,LOTO4,"[1, 6, 14, 15]",11570,AUDITADO,0,0.0,13,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 14:00,
1768756428,2026-01-18 13:47:08,RACHA,"[2, 3, 5, 6, 8, 9, 12, 17, 18, 19]",10303,AUDITADO,5,15.0,13,forense_biometrico_v1,NORMAL,18/01/2026 15:00,
1768751871,2026-01-18 12:40:22,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,12,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
1768751036,2026-01-18 12:17:16,RACHA,"[1, 2, 5, 8, 9, 12, 16, 17, 18, 19]",10303,AUDITADO,6,30.0,12,forense_biometrico_v1,NORMAL,18/01/2026 15:00,
1768740864,2026-01-18 09:35:35,LOTO4,"[7, 14, 15, 19]",11570,AUDITADO,0,0.0,9,oraculo_neural_v3,NORMAL,18/01/2026 14:00,
1768748932,2026-01-18 11:51:23,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,11,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
1768752149,2026-01-18 12:50:49,LOTO3,"[1, 1, 5]",24001,AUDITADO,0,0.0,12,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768742276,2026-01-18 10:17:56,LOTO,"[11, 12, 23, 26, 32, 41]",5375,AUDITADO,1,0.83,10,forense_biometrico_v1,NORMAL,18/01/2026 21:00,
1768757648,2026-01-18 14:15:19,LOTO4,"[13, 15, 16, 23]",11571,AUDITADO,0,0.0,14,oraculo_neural_v3,NORMAL,18/01/2026 21:00,
1768749083,2026-01-18 11:51:23,LOTO4,"[7, 15, 17, 18]",11570,AUDITADO,0,0.0,11,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768743405,2026-01-18 10:17:56,LOTO4,"[1, 3, 16, 17]",11570,AUDITADO,1,0.0,10,oraculo_neural_v3,NORMAL,18/01/2026 14:00,
1768748449,2026-01-18 11:41:40,LOTO4,"[3, 14, 15, 16]",11570,AUDITADO,1,0.0,11,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 14:00,
1768752349,2026-01-18 12:50:49,LOTO3,"[0, 9, 1]",24001,AUDITADO,2,40.0,12,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768755828,2026-01-18 13:47:08,LOTO3,"[0, 2, 6]",24001,AUDITADO,1,4.0,13,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768754431,2026-01-18 13:21:22,LOTO4,"[1, 6, 14, 15]",11570,AUDITADO,0,0.0,13,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 14:00,
1768744998,2026-01-18 10:45:49,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,10,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
1768751951,2026-01-18 12:40:22,LOTO4,"[7, 9, 22, 23]",11570,AUDITADO,1,0.0,12,oraculo_neural_v3,NORMAL,18/01/2026 14:00,
1768756028,2026-01-18 13:47:08,LOTO4,"[1, 7, 8, 17]",11570,AUDITADO,1,0.0,13,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768750336,2026-01-18 12:17:16,LOTO3,"[2, 5, 3]",24001,AUDITADO,0,0.0,12,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768740935,2026-01-18 09:35:35,LOTO4,"[5, 6, 15, 23]",11570,AUDITADO,1,0.0,9,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768748400,2026-01-18 11:41:40,LOTO3,"[5, 4, 3]",24001,AUDITADO,0,0.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768754321,2026-01-18 13:21:22,LOTO,"[5, 6, 15, 20, 26, 29]",5375,AUDITADO,0,0.0,13,oraculo_neural_v3,NORMAL,18/01/2026 21:00,
1768748942,2026-01-18 11:51:23,LOTO,"[15, 24, 28, 29, 33, 35]",5375,AUDITADO,0,0.0,11,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 21:00,
1768740038,2026-01-18 09:35:35,LOTO,"[12, 14, 18, 22, 28, 32]",5375,AUDITADO,1,0.83,9,markov_chain_v1,NORMAL,18/01/2026 21:00,
1768746603,2026-01-18 11:16:43,LOTO3,"[7, 0, 1]",24001,AUDITADO,1,1.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768753585,2026-01-18 13:21:22,LOTO,"[12, 14, 18, 22, 28, 32]",5375,AUDITADO,1,0.83,13,markov_chain_v1,NORMAL,18/01/2026 21:00,
1768754471,2026-01-18 13:21:22,RACHA,"[1, 2, 5, 6, 7, 12, 13, 14, 15, 19]",10303,AUDITADO,4,5.0,13,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 15:00,
1768751024,2026-01-18 12:40:22,LOTO,"[13, 19, 30, 31, 34, 38]",5375,AUDITADO,2,1.67,12,delta_dna_v1,NORMAL,18/01/2026 21:00,
1768744050,2026-01-18 10:45:49,LOTO,"[2, 11, 24, 25, 29, 34]",5375,AUDITADO,1,0.83,10,gaussiano_inteligente_v1,NORMAL,18/01/2026 21:00,
1768748500,2026-01-18 11:41:40,LOTO4,"[9, 17, 18, 23]",11570,AUDITADO,1,0.0,11,forense_biometrico_v1,NORMAL,18/01/2026 14:00,
1768755131,2026-01-18 13:47:08,LOTO,"[12, 14, 18, 22, 28, 32]",5375,AUDITADO,1,0.83,13,markov_chain_v1,NORMAL,18/01/2026 21:00,
1768746803,2026-01-18 11:16:43,LOTO3,"[7, 6, 5]",24001,AUDITADO,0,0.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768757578,2026-01-18 14:15:19,LOTO,"[7, 13, 14, 15, 29, 33]",5375,AUDITADO,0,0.0,14,consenso_meritocratico_v2,🔥 ALTA CONFIANZA,18/01/2026 21:00,
1768748100,2026-01-18 11:41:40,LOTO3,"[2, 9, 9]",24001,AUDITADO,2,40.0,11,loto3_ultra_ensemble,Franja:DIA|Markov:10%|RF:33%,18/01/2026 14:00,
1768746852,2026-01-18 11:16:43,LOTO,"[1, 13, 15, 29, 33, 35]",5375,AUDITADO,0,0.0,11,oraculo_neural_v4,NORMAL,18/01/2026 21:00,
