sorteo,fecha,ventas_totales,boletos_estimados,LOTO_n1,LOTO_n2,LOTO_n3,LOTO_n4,LOTO_n5,LOTO_n6,LOTO_comodin,LOTO_GANADORES,LOTO_MONTO,LOTO_POZO_ACUMULADO,LOTO_POZO_REAL,RECARGADO_n1,RECARGADO_n6,RECARGADO_6_ACIERTOS_GANADORES,RECARGADO_POZO_ACUMULADO,REVANCHA_n1,REVANCHA_n6,REVANCHA_GANADORES,REVANCHA_POZO_ACUMULADO,DESQUITE_n1,DESQUITE_n6,DESQUITE_GANADORES,DESQUITE_POZO_ACUMULADO,AHORA_SI_QUE_SI_n1,AHORA_SI_QUE_SI_n6,AHORA_SI_QUE_SI_GANADORES,AHORA_SI_QUE_SI_ACUMULADO,SUPER_DUPLA_2_ACIERTOS_COMODIN_MONTO,REVANCHA_n5,SUPER_QUINA_5_ACIERTOS_COMODIN_MONTO,RECARGADO_n4,JUBILAZO_2_n6,JUBILAZO_1_n2,JUBILAZO_1_pos4,TERNA_3_ACIERTOS_POZO_REAL,JUBILAZO_1_n6,DESQUITE_MONTO,DESQUITE_n3,DESQUITE_pos5,AHORA_SI_QUE_SI_pos4,AHORA_SI_QUE_SI_n4,DESQUITE_n5,REVANCHA_pos2,QUINA_5_ACIERTOS_MONTO,JUBILAZO_1_n1,DESQUITE_POZO_REAL,QUINA_5_ACIERTOS_GANADORES,REVANCHA_n4,SUPER_TERNA_3_ACIERTOS_COMODIN_GANADORES,RECARGADO_pos4,MULTIPLICAR_pos1,JUBILAZO_2_pos6,LOTO_pos2,REVANCHA_MONTO,REVANCHA_n2,RECARGADO_n3,DESQUITE_pos3,JUBILAZO_2_n2,AHORA_SI_QUE_SI_pos6,LOTO_pos5,DESQUITE_n2,RECARGADO_pos3,REVANCHA_POZO_REAL,mes,dia_semana,RECARGADO_pos5,JUBILAZO_1_pos6,MULTIPLICAR_n1,JUBILAZO_1_n5,AHORA_SI_QUE_SI_pos1,JUBILAZO_1_pos3,SUPER_QUINA_5_ACIERTOS_COMODIN_POZO_REAL,CUATERNA_4_ACIERTOS_GANADORES,TERNA_3_ACIERTOS_GANADORES,DESQUITE_pos1,AHORA_SI_QUE_SI_n5,JUBILAZO_2_n3,RECARGADO_6_ACIERTOS_POZO_REAL,RECARGADO_6_ACIERTOS_MONTO,RECARGADO_pos2,REVANCHA_pos4,JUBILAZO_2_pos5,DESQUITE_pos2,SUPER_TERNA_3_ACIERTOS_COMODIN_POZO_REAL,SUPER_CUATERNA_4_ACIERTOS_COMODIN_MONTO,JUBILAZO_1_pos2,RECARGADO_pos6,DESQUITE_n4,SUPER_TERNA_3_ACIERTOS_COMODIN_MONTO,LOTO_pos6,LOTO_pos3,SUPER_DUPLA_2_ACIERTOS_COMODIN_GANADORES,SUPER_CUATERNA_4_ACIERTOS_COMODIN_GANADORES,REVANCHA_pos5,JUBILAZO_2_pos1,anio,REVANCHA_pos1,TERNA_3_ACIERTOS_MONTO,JUBILAZO_2_n1,SUPER_DUPLA_2_ACIERTOS_COMODIN_POZO_REAL,AHORA_SI_QUE_SI_pos3,CUATERNA_4_ACIERTOS_POZO_REAL,RECARGADO_n5,dia,JUBILAZO_1_n3,AHORA_SI_QUE_SI_n2,SUPER_CUATERNA_4_ACIERTOS_COMODIN_POZO_REAL,JUBILAZO_2_n4,AHORA_SI_QUE_SI_n3,REVANCHA_n3,LOTO_pos1,AHORA_SI_QUE_SI_pos5,OTRO_n1,CUATERNA_4_ACIERTOS_MONTO,QUINA_5_ACIERTOS_POZO_REAL,JUBILAZO_2_pos4,JUBILAZO_1_pos5,JUBILAZO_2_pos3,JUBILAZO_2_pos2,LOTO_pos4,JUBILAZO_1_pos1,REVANCHA_pos6,JUBILAZO_1_n4,DESQUITE_pos6,OTRO_pos1,REVANCHA_pos3,JUBILAZO_2_n5,AHORA_SI_QUE_SI_pos2,RECARGADO_n2,DESQUITE_pos4,RECARGADO_pos1,SUPER_QUINA_5_ACIERTOS_COMODIN_GANADORES
5088,2024-03-19 21:00:00,0,0,2,18,20,26,39,40,41,0,0,2340000000,2183068715,3,40,0,,1,17,0,,8,41,0,,,,,,5246000,12,0,27,41,15,33,0,35,0,23,11,,,40,1,3302500,2,968012981,5,10,636,27,4,9,39,0,5,22,40,13,,40,11,22,681907139,3,Tuesday,31,35,4,33,,29,15250294,500,7745,8,,18,0,0,40,17,24,23,0,3302520,2,3,37,3300840,18,20,5246,29,10,41,2024,12,10378300,9,0,,0,31,19,20,,0,20,,9,2,,,3305000,0,20,15,18,13,26,20,5,29,37,,9,24,,11,41,11,0
5089,2024-03-21 21:00:00,0,0,2,11,24,26,28,38,27,0,0,2450000000,2308503608,13,40,0,,3,39,0,,19,41,0,,,,,,7366000,28,0,28,41,11,20,0,33,0,25,24,,,33,39,3449120,10,985053383,16,22,834,29,2,13,2,0,4,22,19,13,,11,24,13,708341329,3,Thursday,28,10,2,20,,18,20866753,673,10032,33,,20,47014713,0,16,3,20,31,0,3449100,33,22,31,3452760,28,24,7366,30,22,25,2024,9,10834560,7,0,,0,29,21,14,,0,22,,9,38,,,3452490,0,22,14,7,41,26,11,28,18,25,,4,25,,16,41,40,0
5090,2024-03-24 21:00:00,0,0,8,9,13,23,32,34,18,0,0,2630000000,2437577718,9,33,0,,3,23,0,,15,31,0,,,,,,12783000,17,0,18,41,20,23,0,33,0,21,21,,,26,5,4682360,17,1002939131,19,16,1655,14,2,41,32,0,5,14,18,19,,23,18,11,736038756,3,Sunday,33,29,2,29,,33,26732523,943,15190,25,,31,96114591,0,32,23,10,31,0,4682700,21,9,25,4683650,13,34,12783,66,11,31,2024,3,15949500,10,0,,0,32,24,21,,0,37,,11,9,,,4686710,0,19,20,40,37,8,17,16,23,15,,17,40,,11,26,18,0
5091,2024-03-26 21:00:00,0,0,6,24,25,32,33,34,19,0,0,2740000000,2608712802,5,40,0,,7,37,0,,5,41,0,,,,,,6987000,36,0,31,30,6,41,0,41,0,29,7,,,36,10,3326720,5,1028036314,8,22,782,14,4,8,6,0,10,23,36,5,,32,7,35,774814492,3,Tuesday,5,5,4,37,,20,34695839,401,7892,29,,8,164497548,0,23,22,18,41,0,3326820,37,40,33,3323500,33,24,6987,21,14,24,2024,7,10496360,2,0,,0,35,26,16,,0,18,,14,34,,,3328300,0,2,6,30,5,25,16,37,20,5,,36,24,,14,33,31,0
5092,2024-03-28 21:00:00,0,0,2,3,11,21,24,28,16,0,0,2850000000,2733291702,5,31,0,,3,38,0,,1,38,0,,,,,,9648000,35,0,23,39,18,21,0,37,0,6,27,,,32,35,3491520,7,1045036909,24,15,1452,5,3,23,21,0,5,20,32,23,,2,5,26,801150104,3,Thursday,23,20,3,28,,28,40353580,1248,15844,1,,26,211032861,0,10,38,26,5,0,3491880,37,31,27,3499320,28,11,9648,84,3,1,2024,6,16636200,1,0,,0,26,28,20,,0,27,,6,24,,,3494400,0,34,18,27,39,3,7,15,21,38,,5,34,,10,6,20,0
5093,2024-03-31 21:00:00,0,0,8,19,21,31,40,41,3,0,0,3030000000,2855937278,2,31,0,,4,32,0,,2,36,0,,,,,,13160000,26,0,20,37,5,5,0,33,0,19,19,,,29,32,4439920,2,1063154142,19,19,1467,20,3,37,31,0,8,17,13,11,,41,13,31,829175387,3,Sunday,2,2,3,19,,10,46291515,658,11147,2,,20,260457039,0,17,19,2,36,0,4439730,33,9,22,4445010,8,40,13160,57,4,26,2024,26,13933750,2,0,,0,24,31,10,,0,26,,12,19,,,4441500,0,33,19,20,11,21,14,12,14,22,,8,33,,9,29,24,0
5094,2024-04-02 21:00:00,0,0,9,14,19,26,32,37,3,0,0,3140000000,3018353023,12,39,0,,8,38,0,,1,33,0,,,,,,11074000,33,0,16,25,7,4,0,39,0,5,6,,,21,16,3780840,4,1087310017,12,19,1275,13,2,21,9,0,13,15,5,6,,32,2,39,866490117,4,Tuesday,16,8,2,33,,28,53842508,627,9536,21,,14,326083752,0,15,13,1,33,0,3781020,39,12,6,3786750,26,19,11074,53,8,6,2024,33,11920000,1,0,,0,26,2,8,,0,15,,16,14,,,3780810,0,15,7,14,25,37,33,19,28,1,,38,21,,13,2,26,0
5095,2024-04-04 21:00:00,0,0,4,19,25,28,31,32,7,0,0,3320000000,3156744125,6,28,0,,3,38,0,,4,26,0,,,,,,12574000,37,0,19,35,7,40,0,40,0,10,16,,,24,37,3733070,6,1106881307,11,36,1599,28,3,19,25,0,21,14,4,15,,28,9,26,896758526,4,Thursday,14,32,3,35,,9,60272484,738,10811,9,,19,379442443,0,19,36,15,24,0,3733300,6,11,16,3725670,32,4,12574,74,21,20,2024,38,11783990,2,0,,0,26,4,9,,0,20,,24,31,,,3734280,0,35,35,24,2,19,7,3,32,26,,24,24,,11,10,6,0
5096,2024-04-07 21:00:00,0,0,5,21,23,28,39,41,20,0,0,3570000000,3291709197,8,40,0,,19,41,0,,3,34,0,,,,,,10774000,37,74568460,25,38,10,33,0,34,0,6,6,,,30,19,5567900,4,1126111173,26,32,1148,18,3,1,5,0,28,20,11,17,,39,5,25,926530369,4,Sunday,29,4,3,33,,14,66621226,986,16047,3,,22,431976795,0,20,37,26,34,0,5568000,10,40,11,5567800,28,23,10774,50,31,38,2024,41,17491230,1,0,,0,29,7,14,,0,26,,31,41,,,5570900,0,37,34,22,17,21,28,28,28,30,,32,37,,18,5,8,1
5097,2024-04-09 21:00:00,0,0,11,16,25,28,34,40,9,0,0,3650000000,3501221354,11,34,0,,7,40,0,,1,34,0,,,,,,10388000,32,0,31,36,7,34,0,34,0,24,24,,,31,40,4136470,4,1156381952,13,30,1089,31,4,20,11,0,12,25,15,20,,40,15,25,973268681,4,Tuesday,11,7,4,24,,4,0,650,10116,1,,23,514150165,0,21,32,36,34,0,4136400,24,34,26,4138200,16,34,10388,60,12,23,2024,24,13049640,16,0,,0,33,9,12,,0,24,,24,28,,,4134000,0,33,14,24,16,25,12,7,14,31,,30,33,,21,26,33,0
5098,2024-04-11 21:00:00,0,0,7,12,16,17,24,25,36,0,0,3820000000,3654387679,3,31,0,,1,37,0,,6,38,0,,,,,,9477000,32,13732250,24,41,13,24,0,30,0,18,18,,,32,5,4103000,3,1177918987,25,29,1274,5,2,41,17,0,5,18,22,9,,7,11,24,1006610399,4,Thursday,27,30,2,25,,14,7034750,1281,15967,6,,24,572898122,0,18,20,9,11,0,4103220,13,31,22,4102280,12,25,9477,66,37,7,2024,29,16765350,7,0,,0,27,11,14,,0,28,,20,24,,,4188870,0,28,25,24,37,16,3,1,24,32,,32,37,,5,38,3,1
5099,2024-04-14 21:00:00,0,0,2,3,5,14,17,25,21,0,0,4140000000,3803172164,3,38,0,,4,35,0,,4,35,0,,,,,,20752000,30,9773020,30,32,8,17,0,41,0,13,34,,,34,25,5863900,6,1199248650,35,25,2921,38,4,16,3,0,5,27,11,16,,14,11,3,1039665703,4,Sunday,33,41,4,25,,6,0,1911,24331,20,,21,631084939,0,27,7,21,35,0,5863760,8,10,20,5871210,17,2,20752,148,30,28,2024,35,25547550,15,0,,0,33,14,10,,0,25,,7,5,,,5866770,0,32,10,15,25,25,25,4,17,4,,5,28,,10,13,30,2
5100,2024-04-16 21:00:00,0,0,1,2,12,22,29,31,40,0,0,4230000000,4006956858,4,41,0,,6,34,0,,2,38,0,,,,,,7926000,33,7673260,27,41,22,21,0,40,0,21,2,,,34,13,4604040,21,1231037979,18,13,992,36,6,41,12,0,9,24,38,20,,29,20,4,1088750623,4,Tuesday,12,36,6,36,,31,0,1189,15857,34,,26,717274561,0,41,11,34,32,0,4604040,40,24,32,4602880,2,1,7926,49,33,26,2024,34,16649850,19,0,,0,36,16,25,,0,29,,11,22,,,5576410,0,19,25,29,20,31,22,9,31,20,,6,34,,12,21,27,2
5101,2024-04-18 21:00:00,0,0,3,10,11,16,26,32,23,0,0,4400000000,4177986129,6,27,0,,1,39,0,,2,41,0,,,,,,13199000,38,7962080,24,38,12,29,0,40,0,14,14,,,37,3,4777410,3,1255068793,33,11,1828,27,4,4,10,0,3,23,33,4,,11,5,26,1125937227,4,Thursday,24,3,4,29,,23,0,1106,15602,41,,15,782646248,0,23,9,3,2,0,4777170,12,22,33,4771080,32,26,13199,87,11,15,2024,1,16382100,3,0,,0,26,18,23,,0,22,,9,3,,,4777920,0,22,26,38,23,16,40,38,26,5,,39,23,,22,37,6,2
5102,2024-04-21 21:00:00,0,0,1,17,24,28,33,35,20,0,0,4700000000,4352326584,11,38,0,,6,39,0,,3,37,0,,,,,,14583000,33,0,28,23,8,11,0,38,0,5,37,,,29,39,6912710,6,1280028899,17,23,1680,37,2,11,33,0,8,26,5,2,,17,4,11,1164551732,4,Sunday,26,25,2,25,,8,0,3056,20552,4,,3,850542039,0,28,6,19,3,0,6912960,22,38,15,6921600,1,24,14583,76,23,23,2024,8,21785120,1,0,,0,37,21,11,,0,11,,14,28,,,12743520,0,3,6,2,1,35,38,33,22,15,,14,19,,22,29,22,0
5103,2024-04-23 21:00:00,0,0,1,3,16,23,29,32,21,0,0,4860000000,4605178050,9,41,0,,3,39,0,,3,25,0,,,,,,15966000,34,20448620,16,41,23,23,0,39,0,5,4,,,17,27,5356530,4,1317895696,27,33,1907,11,4,40,23,0,18,15,5,9,,29,4,15,1222987404,4,Tuesday,9,39,4,31,,30,11756271,1257,17538,3,,10,953097878,0,41,18,10,17,0,5356700,29,16,15,5358670,32,1,15966,85,39,28,2024,3,18414900,4,0,,0,25,23,29,,0,28,,27,3,,,5354820,0,9,31,4,41,16,4,34,30,25,,33,40,,11,15,25,1
5104,2024-04-25 21:00:00,0,0,7,8,10,21,23,26,37,0,0,5020000000,4799412645,13,40,0,,2,41,0,,5,39,0,,,,,,9706000,31,0,21,37,12,2,0,39,0,15,25,,,25,31,5277480,2,1346205962,39,30,1217,13,3,31,10,0,3,20,15,4,,21,6,40,1266816089,4,Thursday,33,33,3,35,,22,0,1582,21753,6,,7,1030281687,0,21,41,4,5,0,5277630,35,15,16,5281780,23,26,9706,47,3,37,2024,2,22840650,3,0,,0,33,25,22,,0,13,,6,7,,,6944980,0,3,39,7,13,8,12,30,33,16,,6,31,,15,39,20,0
5105,2024-04-28 21:00:00,0,0,6,14,18,22,30,40,13,0,0,5380000000,4990434190,4,36,0,,5,38,0,,3,40,0,,,,,,18101000,35,0,25,41,8,18,0,40,0,10,12,,,29,38,7204050,3,1374095680,45,34,2190,25,3,41,18,0,6,19,10,17,,6,5,5,1309974718,4,Sunday,36,3,3,37,,8,8975492,1647,21918,29,,20,1106223470,0,19,11,20,5,0,7204370,37,4,12,7205100,14,40,18101,73,34,10,2024,35,23013900,10,0,,0,33,28,18,,0,24,,11,22,,,7197390,0,29,40,17,24,30,28,5,28,40,,6,29,,5,3,33,0
5106,2024-04-30 21:00:00,0,0,4,8,9,10,15,33,34,0,0,5520000000,5256900800,7,40,0,,1,30,0,,5,41,0,,,,,,10315000,17,30277240,30,39,17,32,0,32,0,13,32,,,32,1,5684760,4,1413756323,36,12,1291,26,3,39,8,0,4,26,5,12,,4,8,40,1371159032,4,Tuesday,7,4,3,28,,20,21227380,1685,23587,14,,28,1213429244,0,39,12,33,13,0,5684460,22,9,14,5680400,9,10,10315,51,4,28,2024,30,24766350,9,0,,0,39,30,20,,0,33,,11,15,,,7498250,0,12,28,9,34,33,17,11,22,41,,17,34,,9,8,30,2
5107,2024-05-02 21:00:00,0,0,1,5,20,33,35,39,4,0,0,5680000000,5462622063,6,34,0,,2,37,0,,2,37,0,,,,,,12598000,30,0,28,33,9,41,0,41,0,12,23,,,27,25,5509890,7,1444463507,27,25,1214,15,3,25,39,0,15,15,3,10,,5,3,31,1418612889,5,Thursday,28,19,3,27,,27,0,896,14645,12,,25,1296682592,0,6,37,10,37,0,5509700,9,34,23,5511560,35,33,12598,35,30,33,2024,15,17281100,2,0,,0,31,2,16,,0,30,,17,1,,,5510400,0,2,16,30,32,20,7,2,19,2,,17,32,,14,27,14,0
5108,2024-05-05 21:00:00,0,0,2,4,19,23,29,39,34,1,5879606640,5980000000,5668000782,19,39,0,,9,30,0,,1,38,0,,,,,,15400000,23,0,28,38,7,7,0,37,0,22,22,,,37,21,8805570,4,1473975910,41,21,1935,19,2,20,2,0,13,23,28,13,,4,19,20,1464239753,5,Sunday,23,37,2,22,,20,9370335,1920,27653,38,,14,1376868883,0,39,23,13,1,0,8805550,4,32,28,8804250,23,19,15400,95,20,14,2024,13,29035650,7,0,,0,32,5,12,,0,20,,20,39,,,8832000,0,23,12,7,38,29,22,9,20,19,,30,23,,20,37,28,0
5109,2024-05-07 21:00:00,0,0,2,13,23,24,33,39,8,0,0,160000000,0,11,30,0,,10,37,0,,4,40,0,,,,,,7642000,21,28625580,26,34,14,23,0,38,0,27,35,,,37,21,2860200,3,1523246787,15,17,942,15,3,19,39,0,11,22,40,19,,2,20,11,1540144467,5,Tuesday,28,14,3,33,,26,24345600,603,8893,37,,25,1509784679,0,30,10,25,20,0,2860380,38,26,35,2863680,13,24,7642,54,37,11,2024,17,9337650,11,0,,0,28,7,23,,0,26,,15,23,,,2858220,0,26,33,34,28,33,3,11,26,27,,15,28,,15,4,22,1
5110,2024-05-09 21:00:00,0,0,7,23,24,36,38,39,27,0,0,260000000,105117017,13,36,0,,1,35,0,,12,24,0,,,,,,6962000,27,0,32,38,7,37,0,37,0,19,22,,,22,4,3000900,5,1540289968,5,25,683,32,2,24,36,0,4,31,12,13,,39,17,31,1566548985,5,Thursday,13,5,2,33,,33,0,395,7230,17,,15,1556457518,0,26,27,13,20,0,3001040,7,33,20,2998370,38,7,6962,28,1,32,2024,25,9399000,11,0,,0,33,9,8,,0,24,,19,24,,,3002000,0,15,8,38,11,23,19,19,19,24,,35,32,,26,19,36,0
5111,2024-05-12 21:00:00,0,0,7,21,23,24,34,37,18,0,0,360000000,216886983,1,34,0,,6,39,1,,13,38,0,,,,,,11008000,31,0,11,38,18,29,0,29,0,22,38,,,37,8,4236260,16,1557865352,14,30,1250,6,3,38,7,1600537250,8,8,37,7,,23,18,31,1593776208,5,Sunday,1,24,3,26,,26,5103577,773,12730,28,,13,1604682175,0,8,6,7,13,0,4236440,25,11,28,4237500,21,34,11008,52,30,34,2024,39,13366500,6,0,,0,31,12,24,,0,25,,14,37,,,4236040,0,13,16,25,6,24,18,31,25,22,,14,34,,6,18,34,0
5112,2024-05-14 21:00:00,0,0,4,5,13,20,33,34,6,0,0,480000000,373372519,8,37,0,,11,41,0,,6,39,0,,,,,,6918000,25,16465510,24,33,7,23,0,38,0,22,39,,,30,13,2642100,3,1583391665,10,16,714,37,3,33,4,0,13,23,14,12,,20,14,24,0,5,Tuesday,30,10,3,30,,3,12308119,565,8767,22,,13,1674248918,0,21,11,27,6,0,2642100,7,8,24,2641800,34,33,6918,30,14,12,2024,25,9205350,2,0,,0,30,14,10,,0,26,,14,13,,,2644200,0,26,30,13,2,5,38,16,23,30,,41,27,,21,24,23,1
5113,2024-05-16 21:00:00,0,0,5,20,21,25,28,35,30,0,0,580000000,470030876,9,26,0,,7,40,0,,2,33,0,,,,,,5976000,29,0,20,38,15,24,0,24,0,24,33,,,31,7,2659650,2,1598403383,15,26,922,26,6,25,20,0,19,16,25,20,,21,18,16,23187879,5,Thursday,21,22,6,22,,15,0,633,8959,2,,25,1716205409,0,9,26,28,18,0,2659800,18,14,25,2664580,5,28,5976,39,40,3,2024,25,9406950,3,0,,0,21,16,18,,0,26,,25,35,,,2658600,0,38,2,26,20,25,20,29,20,24,,19,28,,14,31,20,0
5114,2024-05-19 21:00:00,0,0,5,6,23,30,33,35,3,0,0,760000000,568193856,3,30,0,,7,27,0,,2,34,0,,,,,,14115000,22,10972810,16,40,4,40,0,40,0,18,17,,,32,9,3924070,3,1613453519,19,20,1654,13,3,6,23,0,9,13,2,10,,6,17,3,46413644,5,Sunday,30,3,3,24,,22,4523292,652,11396,34,,22,1758312709,0,23,22,40,18,0,3924000,21,8,25,3919980,33,35,14115,60,27,23,2024,10,12307680,6,0,,0,23,19,21,,0,23,,10,5,,,3925040,0,22,4,10,35,30,24,7,22,25,,20,35,,8,32,16,1
5115,2024-05-21 21:00:00,0,0,7,10,15,20,26,33,27,1,778098720,810000000,709221856,8,40,0,,5,37,0,,1,36,0,,,,,,6595000,35,3932600,16,41,23,31,0,40,0,13,1,,,26,9,2359630,7,1636144465,13,18,887,40,3,37,26,0,9,15,13,17,,10,9,15,81334317,5,Tuesday,8,23,3,31,,24,0,740,8894,26,,36,1821377105,0,9,35,17,16,0,2359410,25,16,16,2359420,33,7,6595,43,17,36,2024,5,9338700,5,0,,0,30,21,24,,0,37,,17,20,,,2360600,0,40,40,5,41,15,7,18,25,36,,37,40,,9,9,30,1
5116,2024-05-23 21:00:00,0,0,7,8,11,14,16,19,36,1,100000000,120000000,0,15,39,0,,6,41,0,,4,38,0,,,,,,5592000,29,4085790,30,40,10,2,0,33,0,16,20,,,28,6,3097920,2,1649518049,24,26,738,30,2,27,7,0,9,28,4,20,,14,14,20,101960533,5,Thursday,28,29,2,32,,33,0,687,10515,38,,27,1859047196,0,15,41,37,28,0,2451570,31,39,20,2450160,19,11,5592,19,26,28,2024,13,11040750,12,0,,0,32,23,29,,0,28,,13,16,,,2452590,0,20,10,12,40,8,32,29,31,14,,9,37,,20,16,32,1
5117,2024-05-26 21:00:00,0,0,1,5,14,31,35,36,6,1,128797210,130000000,0,5,37,0,,9,26,0,,1,34,0,,,,,,10002000,21,5960400,33,37,2,1,0,38,0,17,16,,,21,13,3576210,1,1663443372,11,20,845,37,2,32,31,0,13,16,1,11,,5,16,5,123430174,5,Sunday,16,2,2,28,,38,0,596,9861,19,,21,1898191453,0,36,9,6,21,0,3576430,19,33,19,3574350,36,1,10002,41,26,29,2024,15,11241540,6,0,,0,36,26,10,,0,29,,15,14,,,3576000,0,11,10,21,37,35,28,20,19,34,,21,32,,6,17,6,1
5118,2024-05-28 21:00:00,0,0,13,16,18,22,24,39,41,0,0,140000000,0,5,40,0,,6,33,0,,4,32,0,,,,,,3988000,29,4006410,14,39,22,27,0,39,0,10,32,,,26,6,2403800,12,1684273363,14,19,430,14,4,30,13,0,8,13,26,17,,16,8,37,155445021,5,Tuesday,7,12,4,36,,39,0,427,6812,8,,23,1956258931,0,5,33,23,10,0,2403870,22,13,22,2403700,22,39,3988,21,29,14,2024,8,7561320,14,0,,0,37,28,25,,0,30,,9,18,,,2408280,0,17,25,37,39,24,36,19,27,22,,9,37,,7,4,40,1
5119,2024-05-30 21:00:00,0,0,1,3,25,29,32,39,23,0,0,240000000,91114992,5,29,0,,5,35,0,,3,36,0,,,,,,5970000,28,0,14,31,22,25,0,34,0,11,11,,,34,35,2455350,8,1697887751,15,23,635,13,4,12,29,0,13,13,7,12,,32,7,6,176434158,5,Thursday,27,22,4,32,,32,0,400,6446,36,,25,1994648940,0,14,23,28,34,0,2455480,34,29,29,2457450,3,39,5970,34,28,25,2024,5,7735200,7,0,,0,27,30,23,,0,28,,17,1,,,2456000,0,31,8,7,29,25,23,13,25,3,,17,29,,6,29,5,0
5120,2024-06-02 21:00:00,0,0,3,8,9,27,35,40,28,0,0,350000000,182243694,4,37,0,,14,41,0,,11,37,0,,,,,,9042000,28,0,26,35,10,27,0,27,0,23,33,,,33,41,3712600,5,1711893914,19,25,1045,8,6,34,3,0,17,25,17,8,,40,17,25,198034868,6,Sunday,26,5,6,26,,26,4175797,858,13541,11,,26,2034235814,0,32,23,8,37,0,3712550,18,37,28,3709750,8,27,9042,41,25,26,2024,14,14218050,5,0,,0,32,2,13,,0,27,,23,35,,,3715140,0,5,13,35,27,9,10,28,18,23,,17,34,,8,28,4,0
5121,2024-06-04 21:00:00,0,0,2,10,26,28,29,40,19,0,0,460000000,317452158,7,35,0,,6,39,0,,1,37,0,,,,,,5668000,30,0,15,37,6,15,0,38,0,24,24,,,30,9,2522740,4,1733564919,11,21,686,35,3,37,40,0,9,10,3,12,,2,3,7,231361751,6,Tuesday,10,4,3,24,,38,10489836,428,6703,30,,23,2094823514,0,31,39,23,28,0,2522780,6,15,28,2524480,29,26,5668,26,30,31,2024,6,7909540,9,0,,0,31,4,12,,0,31,,11,10,,,2525200,0,32,12,9,12,28,24,21,15,1,,11,32,,8,37,8,0
5122,2024-06-06 21:00:00,0,0,6,15,16,19,32,41,35,0,0,560000000,411590777,1,40,0,,1,34,0,,8,41,0,,,,,,4207000,33,0,19,34,4,28,0,41,0,30,41,,,40,18,2523650,1,1747907112,17,18,474,20,2,18,32,0,2,15,36,23,,19,14,3,253454244,6,Thursday,15,12,2,40,,1,14780196,366,6589,40,,25,2135488527,0,19,2,23,30,0,2523600,4,40,36,2521680,15,6,4207,24,33,29,2024,13,7906800,18,0,,0,20,6,12,,0,28,,13,16,,,2525400,0,34,40,25,28,41,41,1,28,8,,34,29,,3,14,1,0
5123,2024-06-09 21:00:00,0,0,5,9,10,11,25,37,24,0,0,670000000,507257920,6,35,0,,3,36,0,,4,39,0,,,,,,8794000,25,0,29,41,22,23,0,38,0,15,4,,,33,3,3574620,14,1762180971,18,16,1085,6,4,6,25,0,7,23,33,6,,5,5,29,275440803,6,Sunday,32,22,4,30,,14,19071972,893,12840,5,,15,2175900966,0,7,7,30,24,0,3574760,26,23,24,3580500,10,37,8794,34,36,41,2024,16,13482000,4,0,,0,32,9,23,,0,20,,15,9,,,3572000,0,20,30,4,15,11,38,15,26,15,,25,30,,7,39,35,0
5124,2024-06-11 21:00:00,0,0,9,10,28,29,36,39,18,0,0,770000000,637558986,3,29,0,,6,40,0,,4,38,0,,,,,,6063000,39,0,14,35,12,36,0,41,0,23,36,,,36,18,2494320,1,1782840945,8,35,682,5,2,35,10,0,7,7,26,18,,39,14,27,307226372,6,Tuesday,14,41,2,36,,32,25151320,360,6264,23,,21,2233988266,0,29,39,21,38,0,2494320,12,7,26,2496120,36,29,6063,19,7,27,2024,6,7830000,2,0,,0,27,11,26,,0,25,,18,28,,,2494800,0,18,26,25,2,9,1,40,32,14,,35,27,,5,4,3,0
5125,2024-06-13 21:00:00,0,0,2,7,10,25,29,30,37,0,0,860000000,730156510,1,27,0,,1,40,0,,11,40,0,,,,,,3383000,27,32428880,11,33,14,1,0,38,0,19,11,,,25,27,3070560,1,1796866644,24,24,460,27,3,29,7,0,5,10,19,17,,30,13,11,328863619,6,Thursday,1,19,3,35,,20,29393317,727,9312,25,,22,2274012240,0,2,19,17,40,0,2174130,38,23,24,2175800,10,25,3383,17,40,22,2024,5,9777600,7,0,,0,23,13,19,,0,23,,19,2,,,3475060,0,7,14,23,33,29,35,1,20,13,,24,29,,2,24,10,1
5126,2024-06-16 21:00:00,0,0,3,5,17,25,28,40,21,0,0,1000000000,807556574,10,35,0,,7,40,0,,15,37,0,,,,,,11747000,35,6080810,24,41,16,32,0,41,0,18,35,,,35,40,3648400,1,1809222249,28,31,1642,22,4,13,25,0,11,22,15,9,,5,16,31,347942390,6,Sunday,35,41,4,39,,34,0,1113,13377,18,,12,2309356444,0,11,35,9,16,0,3648240,39,10,31,3645240,28,3,11747,81,11,33,2024,31,14045850,5,0,,0,31,16,32,,0,13,,16,40,,,3650640,0,5,16,41,12,17,1,16,34,31,,7,33,,11,37,24,1
5127,2024-06-18 21:00:00,0,0,1,21,23,26,38,40,15,0,0,1040000000,937436270,4,37,0,,1,41,0,,4,36,0,,,,,,5187000,36,3964430,29,33,8,32,0,39,0,10,36,,,23,12,2378640,2,1830271056,8,26,570,37,3,2,38,0,11,14,21,2,,26,5,11,380301767,6,Tuesday,32,19,3,32,,8,0,273,5440,5,,14,2368703753,0,29,41,1,4,0,2378660,14,4,21,2376900,1,40,5187,23,11,14,2024,26,7452800,1,0,,0,32,18,14,,0,19,,12,23,,,2377830,0,19,39,33,27,21,2,1,19,23,,36,27,,11,10,14,1
